Dataset,Criterion,MaxDepth,Trial,Accuracy,NodeCount,ActualDepth,TrainingTime(ms)
Adult,IGR,7,17,0.821667,324,7,310.571
Adult,IGR,7,18,0.818333,255,7,344.529
Adult,IGR,7,19,0.841667,267,7,302.811
Adult,IGR,7,20,0.805,266,7,337.125
Iris,IGR,7,1,0.866667,15,5,4.346
Iris,IGR,7,2,0.966667,15,5,0
Iris,IGR,7,3,0.933333,17,5,16.15
Iris,IGR,7,4,0.9,15,5,2.67
Iris,IGR,7,5,0.9,19,5,6.786
Iris,IGR,7,6,0.9,23,5,7.272
Iris,IGR,7,7,0.933333,15,5,13.192
Iris,IGR,7,8,0.966667,15,5,0
Iris,IGR,7,9,0.966667,17,5,0
Iris,IGR,7,10,1,15,5,20.315
Iris,IGR,7,11,1,15,5,6.131
Iris,IGR,7,12,0.933333,15,5,1.74
Iris,IGR,7,13,0.933333,15,5,10.191
Iris,IGR,7,14,0.9,17,5,0
Iris,IGR,7,15,0.966667,15,5,8.353
Iris,IGR,7,16,0.9,17,5,8.134
Iris,IGR,7,17,0.966667,15,5,8.287
Iris,IGR,7,18,0.966667,15,5,0
Iris,IGR,7,19,0.966667,15,5,8.106
Iris,IGR,7,20,1,17,5,8.324
Adult,IGR,10,1,0.791667,597,10,428.174
Adult,IGR,10,2,0.808333,621,10,433.131
Adult,IGR,10,3,0.811667,566,10,409.637
Adult,IGR,10,4,0.765,635,10,393.54
Adult,IGR,10,5,0.803333,564,10,388.59
Adult,IGR,10,6,0.79,587,10,405.958
Adult,IGR,10,7,0.8,582,10,366.079
Adult,IGR,10,8,0.813333,634,10,396.421
Adult,IGR,10,9,0.795,577,10,404.23
Adult,IGR,10,10,0.826667,604,10,383.94
Adult,IGR,10,11,0.796667,561,10,369.301
Adult,IGR,10,12,0.775,563,10,365.206
Adult,IGR,10,13,0.816667,576,10,419.606
Adult,IGR,10,14,0.81,632,10,402.249
Adult,IGR,10,15,0.811667,614,10,394.391
Adult,IGR,10,16,0.803333,603,10,385.963
Adult,IGR,10,17,0.768333,562,10,400.513
Adult,IGR,10,18,0.78,593,10,384.834
Adult,IGR,10,19,0.8,577,10,408.832
Adult,IGR,10,20,0.815,533,10,348.043
Iris,IGR,10,1,0.966667,15,5,12.14
Iris,IGR,10,2,0.933333,15,5,5.427
Iris,IGR,10,3,1,15,5,0
Iris,IGR,10,4,0.966667,15,5,9.864
Iris,IGR,10,5,0.966667,15,5,6.703
Iris,IGR,10,6,0.933333,17,5,14.172
Iris,IGR,10,7,0.9,17,5,8.4
Iris,IGR,10,8,0.933333,15,5,5.749
Iris,IGR,10,9,0.966667,15,5,6.131
Iris,IGR,10,10,0.966667,15,5,9.96
Iris,IGR,10,11,1,15,5,9.889
Iris,IGR,10,12,0.966667,17,5,6.766
Iris,IGR,10,13,0.933333,15,5,8.246
Iris,IGR,10,14,0.866667,15,5,8.575
Iris,IGR,10,15,0.866667,15,5,0
Iris,IGR,10,16,0.9,21,5,8.148
Iris,IGR,10,17,0.9,19,5,8.159
Iris,IGR,10,18,1,15,5,8.317
Iris,IGR,10,19,1,15,5,0
Iris,IGR,10,20,0.966667,15,5,0
Adult,IGR,12,1,0.796667,821,12,385.589
Adult,IGR,12,2,0.811667,814,12,360.087
Adult,IGR,12,3,0.786667,934,12,399.853
Adult,IGR,12,4,0.79,869,12,396.979
Adult,IGR,12,5,0.778333,848,12,370.619
Adult,IGR,12,6,0.801667,854,12,424.069
Adult,IGR,12,7,0.773333,917,12,426.61
Adult,IGR,12,8,0.795,850,12,412.466
Adult,IGR,12,9,0.795,939,12,392.946
Adult,IGR,12,10,0.768333,795,12,430.947
Adult,IGR,12,11,0.8,893,12,452.389
Adult,IGR,12,12,0.781667,844,12,358.339
Adult,IGR,12,13,0.793333,937,12,462.473
Adult,IGR,12,14,0.788333,825,12,415.36
Adult,IGR,12,15,0.803333,820,12,434.859
Adult,IGR,12,16,0.78,847,12,449.46
Adult,IGR,12,17,0.775,924,12,429.164
Adult,IGR,12,18,0.816667,919,12,409.624
Adult,IGR,12,19,0.791667,843,12,423.039
Adult,IGR,12,20,0.786667,897,12,405.977
Iris,IGR,12,1,0.966667,15,5,0
Iris,IGR,12,2,0.9,15,5,19.046
Iris,IGR,12,3,0.966667,15,5,5.467
Iris,IGR,12,4,0.966667,15,5,12.485
Iris,IGR,12,5,0.933333,15,5,0
Iris,IGR,12,6,1,15,5,0
Iris,IGR,12,7,0.966667,15,5,18.543
Iris,IGR,12,8,1,15,5,5.227
Iris,IGR,12,9,0.866667,15,5,5.749
Iris,IGR,12,10,0.866667,15,5,4.004
Iris,IGR,12,11,0.966667,15,5,1.859
Iris,IGR,12,12,0.933333,15,5,6.57
Iris,IGR,12,13,0.9,15,5,8.012
Iris,IGR,12,14,0.933333,15,5,6.008
Iris,IGR,12,15,1,17,5,0
Iris,IGR,12,16,0.9,13,5,0
Iris,IGR,12,17,0.966667,17,5,16.097
Iris,IGR,12,18,0.966667,15,5,16.066
Iris,IGR,12,19,0.933333,15,5,0
Iris,IGR,12,20,0.933333,15,5,16.146
Adult,IGR,15,1,0.788333,1146,15,469.786
Adult,IGR,15,2,0.806667,1140,15,425.27
Adult,IGR,15,3,0.775,1095,15,437.716
Adult,IGR,15,4,0.793333,1177,15,401.154
Adult,IGR,15,5,0.79,1137,15,401.711
Adult,IGR,15,6,0.818333,1145,15,427.1
Adult,IGR,15,7,0.808333,1196,15,413.317
Adult,IGR,15,8,0.798333,1077,15,410.521
Adult,IGR,15,9,0.785,1145,15,427.77
Adult,IGR,15,10,0.788333,1097,15,385.725
Adult,IGR,15,11,0.795,1154,15,421.819
Adult,IGR,15,12,0.795,1144,15,428.051
Adult,IGR,15,13,0.821667,1124,15,441.963
Adult,IGR,15,14,0.798333,1140,15,396.859
Adult,IGR,15,15,0.796667,1109,15,404.738
Adult,IGR,15,16,0.786667,1128,15,388.922
Adult,IGR,15,17,0.803333,1115,15,402.967
Adult,IGR,15,18,0.778333,1108,15,406.98
Adult,IGR,15,19,0.801667,1133,15,395.297
Adult,IGR,15,20,0.806667,1177,15,377.459
Iris,IGR,15,1,0.9,13,5,5.718
Iris,IGR,15,2,0.9,17,5,20.79
Iris,IGR,15,3,0.9,15,5,3.511
Iris,IGR,15,4,0.933333,13,5,14.42
Iris,IGR,15,5,0.966667,15,5,14.147
Iris,IGR,15,6,0.966667,13,5,10.203
Iris,IGR,15,7,0.933333,15,5,6.009
Iris,IGR,15,8,0.9,15,5,5.008
Iris,IGR,15,9,0.933333,15,5,2.786
Iris,IGR,15,10,0.966667,15,5,11.369
Iris,IGR,15,11,0.966667,15,5,8.36
Iris,IGR,15,12,0.966667,15,5,8.333
Iris,IGR,15,13,0.966667,15,5,0
Iris,IGR,15,14,0.966667,15,5,12.605
Iris,IGR,15,15,0.966667,15,5,3.573
Iris,IGR,15,16,0.966667,15,5,8.236
Iris,IGR,15,17,0.966667,15,5,0
Iris,IGR,15,18,0.833333,15,5,8.013
Iris,IGR,15,19,0.933333,17,5,8.308
Iris,IGR,15,20,0.966667,17,5,0
Adult,NWIG,0,1,0.78,1281,15,484.267
Adult,NWIG,0,2,0.778333,1195,15,333.352
Adult,NWIG,0,3,0.82,1280,15,358.369
Adult,NWIG,0,4,0.783333,1172,15,343.33
Adult,NWIG,0,5,0.771667,1226,15,361.059
Adult,NWIG,0,6,0.81,1201,15,350.976
Adult,NWIG,0,7,0.765,1221,15,399.476
Adult,NWIG,0,8,0.78,1223,15,360.611
Adult,NWIG,0,9,0.746667,1217,15,343.236
Adult,NWIG,0,10,0.79,1216,15,348.31
Adult,NWIG,0,11,0.765,1125,15,358.178
Adult,NWIG,0,12,0.805,1240,15,410.592
Adult,NWIG,0,13,0.755,1246,15,353.381
Adult,NWIG,0,14,0.805,1271,15,331.657
Adult,NWIG,0,15,0.795,1231,15,370.396
Adult,NWIG,0,16,0.785,1279,15,349.339
Adult,NWIG,0,17,0.775,1140,15,325.51
Adult,NWIG,0,18,0.813333,1220,15,356.684
Adult,NWIG,0,19,0.726667,1208,15,413.168
Adult,NWIG,0,20,0.803333,1287,15,379.483
Iris,NWIG,0,1,0.9,19,5,22.094
Iris,NWIG,0,2,0.9,15,5,3.151
Iris,NWIG,0,3,0.966667,15,5,16.297
Iris,NWIG,0,4,0.966667,15,5,5.139
Iris,NWIG,0,5,0.9,15,5,20.719
Iris,NWIG,0,6,0.9,15,5,0
Iris,NWIG,0,7,0.9,15,5,22.414
Iris,NWIG,0,8,0.866667,19,5,8.13
Iris,NWIG,0,9,0.933333,17,5,9.283
Iris,NWIG,0,10,0.933333,17,5,7.168
Iris,NWIG,0,11,0.966667,17,5,8.123
Iris,NWIG,0,12,0.8,17,5,0
Iris,NWIG,0,13,0.933333,23,5,15.994
Iris,NWIG,0,14,0.966667,23,5,15.734
Iris,NWIG,0,15,0.966667,25,5,0
Iris,NWIG,0,16,0.966667,17,5,0
Iris,NWIG,0,17,0.866667,17,5,15.769
Iris,NWIG,0,18,1,17,5,0
Iris,NWIG,0,19,0.933333,15,5,15.778
Iris,NWIG,0,20,0.866667,17,5,0
Adult,NWIG,2,1,0.741667,7,2,114.008
Adult,NWIG,2,2,0.761667,7,2,63.778
Adult,NWIG,2,3,0.746667,7,2,64.266
Adult,NWIG,2,4,0.743333,7,2,64.005
Adult,NWIG,2,5,0.731667,7,2,79.042
Adult,NWIG,2,6,0.743333,7,2,78.649
Adult,NWIG,2,7,0.763333,7,2,67.463
Adult,NWIG,2,8,0.765,7,2,68.014
Adult,NWIG,2,9,0.75,7,2,77.286
Adult,NWIG,2,10,0.785,7,2,70.78
Adult,NWIG,2,11,0.736667,7,2,63.198
Adult,NWIG,2,12,0.78,7,2,79.103
Adult,NWIG,2,13,0.76,7,2,66.886
Adult,NWIG,2,14,0.768333,7,2,63.447
Adult,NWIG,2,15,0.758333,7,2,100.791
Adult,NWIG,2,16,0.773333,7,2,95.47
Adult,NWIG,2,17,0.743333,7,2,78.7
Adult,NWIG,2,18,0.743333,7,2,78.604
Adult,NWIG,2,19,0.76,7,2,55.166
Adult,NWIG,2,20,0.76,7,2,74.254
Iris,NWIG,2,1,0.733333,3,2,0
Iris,NWIG,2,2,0.633333,3,2,10.138
Iris,NWIG,2,3,0.566667,3,2,0
Iris,NWIG,2,4,0.633333,3,2,5.794
Iris,NWIG,2,5,0.633333,3,2,0
Iris,NWIG,2,6,0.566667,3,2,0
Iris,NWIG,2,7,0.433333,3,2,14.02
Iris,NWIG,2,8,0.566667,3,2,4.016
Iris,NWIG,2,9,0.566667,3,2,4.007
Iris,NWIG,2,10,0.633333,3,2,2.862
Iris,NWIG,2,11,0.566667,3,2,4.424
Iris,NWIG,2,12,0.566667,3,2,0
Iris,NWIG,2,13,0.7,3,2,8.813
Iris,NWIG,2,14,0.633333,3,2,0
Iris,NWIG,2,15,0.533333,3,2,0
Iris,NWIG,2,16,0.566667,3,2,0
Iris,NWIG,2,17,0.733333,3,2,3.09
Iris,NWIG,2,18,0.433333,3,2,2.003
Iris,NWIG,2,19,0.633333,3,2,4.006
Iris,NWIG,2,20,0.7,3,2,5.751
Adult,NWIG,3,1,0.8,39,3,169.949
Adult,NWIG,3,2,0.805,30,3,122.892
Adult,NWIG,3,3,0.796667,30,3,135.634
Adult,NWIG,3,4,0.795,28,3,104.274
Adult,NWIG,3,5,0.838333,19,3,135.14
Adult,NWIG,3,6,0.805,23,3,141.111
Adult,NWIG,3,7,0.8,23,3,127.765
Adult,NWIG,3,8,0.79,23,3,158.208
Adult,NWIG,3,9,0.821667,32,3,127.196
Adult,NWIG,3,10,0.818333,23,3,143.92
Adult,NWIG,3,11,0.828333,22,3,126.844
Adult,NWIG,3,12,0.831667,30,3,151.134
Adult,NWIG,3,13,0.806667,19,3,127.475
Adult,NWIG,3,14,0.788333,29,3,143.421
Adult,NWIG,3,15,0.813333,38,3,114.125
Adult,NWIG,3,16,0.79,23,3,143.153
Adult,NWIG,3,17,0.836667,38,3,111.428
Adult,NWIG,3,18,0.811667,29,3,145.493
Adult,NWIG,3,19,0.82,29,3,131.529
Adult,NWIG,3,20,0.818333,27,3,135.34
Iris,NWIG,3,1,0.866667,5,3,7.138
Iris,NWIG,3,2,0.966667,5,3,4.929
Iris,NWIG,3,3,0.966667,5,3,5.557
Iris,NWIG,3,4,1,5,3,1.001
Iris,NWIG,3,5,0.933333,5,3,0
Iris,NWIG,3,6,0.966667,5,3,11.002
Iris,NWIG,3,7,0.9,5,3,0
Iris,NWIG,3,8,0.833333,7,3,11.324
Iris,NWIG,3,9,0.8,5,3,5.991
Iris,NWIG,3,10,0.933333,5,3,0
Iris,NWIG,3,11,0.866667,5,3,0
Iris,NWIG,3,12,0.766667,7,3,14.453
Iris,NWIG,3,13,0.966667,5,3,0
Iris,NWIG,3,14,0.933333,5,3,0
Iris,NWIG,3,15,0.933333,7,3,13.588
Iris,NWIG,3,16,0.733333,7,3,8.274
Iris,NWIG,3,17,0.9,7,3,4.006
Iris,NWIG,3,18,0.966667,5,3,3.748
Iris,NWIG,3,19,0.9,7,3,5.845
Iris,NWIG,3,20,0.966667,5,3,6.501
Adult,NWIG,4,1,0.815,73,4,264.058
Adult,NWIG,4,2,0.801667,58,4,164.025
Adult,NWIG,4,3,0.811667,83,4,223.357
Adult,NWIG,4,4,0.818333,85,4,180.983
Adult,NWIG,4,5,0.805,71,4,245.377
Adult,NWIG,4,6,0.82,67,4,199.468
Adult,NWIG,4,7,0.79,95,4,178.967
Adult,NWIG,4,8,0.795,83,4,172.385
Adult,NWIG,4,9,0.8,74,4,183.621
Adult,NWIG,4,10,0.805,74,4,185.564
Adult,NWIG,4,11,0.803333,92,4,207.892
Adult,NWIG,4,12,0.811667,71,4,173.815
Adult,NWIG,4,13,0.806667,57,4,207.655
Adult,NWIG,4,14,0.806667,69,4,206.609
Adult,NWIG,4,15,0.828333,75,4,190.84
Adult,NWIG,4,16,0.8,63,4,159.249
Adult,NWIG,4,17,0.836667,66,4,167.291
Adult,NWIG,4,18,0.806667,68,4,207.926
Adult,NWIG,4,19,0.818333,70,4,193.38
Adult,NWIG,4,20,0.791667,95,4,219.272
Iris,NWIG,4,1,0.966667,13,4,0
Iris,NWIG,4,2,0.933333,13,4,22.526
Iris,NWIG,4,3,0.966667,9,4,9.749
Iris,NWIG,4,4,0.866667,9,4,12.854
Iris,NWIG,4,5,0.966667,13,4,10.026
Iris,NWIG,4,6,0.966667,13,4,5.144
Iris,NWIG,4,7,0.966667,13,4,18.771
Iris,NWIG,4,8,0.866667,9,4,12.367
Iris,NWIG,4,9,0.9,9,4,8.677
Iris,NWIG,4,10,0.966667,13,4,7.939
Iris,NWIG,4,11,0.9,9,4,16.673
Iris,NWIG,4,12,0.966667,13,4,0
Iris,NWIG,4,13,1,13,4,15.848
Iris,NWIG,4,14,0.866667,9,4,0
Iris,NWIG,4,15,0.9,15,4,0
Iris,NWIG,4,16,0.766667,9,4,15.829
Iris,NWIG,4,17,0.933333,9,4,0
Iris,NWIG,4,18,0.833333,13,4,15.972
Iris,NWIG,4,19,0.866667,9,4,15.751
Iris,NWIG,4,20,0.866667,11,4,10.242
Adult,NWIG,5,1,0.795,145,5,242.003
Adult,NWIG,5,2,0.798333,145,5,202.653
Adult,NWIG,5,3,0.795,160,5,258.573
Adult,NWIG,5,4,0.79,171,5,227.996
Adult,NWIG,5,5,0.816667,164,5,229.846
Adult,NWIG,5,6,0.803333,200,5,242.96
Adult,NWIG,5,7,0.805,155,5,196.881
Adult,NWIG,5,8,0.823333,181,5,237.844
Adult,NWIG,5,9,0.8,178,5,249.346
Adult,NWIG,5,10,0.801667,167,5,240.442
Adult,NWIG,5,11,0.813333,159,5,208.891
Adult,NWIG,5,12,0.801667,173,5,254.903
Adult,NWIG,5,13,0.821667,172,5,203.851
Adult,NWIG,5,14,0.84,183,5,261.352
Adult,NWIG,5,15,0.818333,140,5,238.975
Adult,NWIG,5,16,0.806667,183,5,254.167
Adult,NWIG,5,17,0.805,181,5,277.962
Adult,NWIG,5,18,0.81,167,5,229.425
Adult,NWIG,5,19,0.816667,182,5,207.056
Adult,NWIG,5,20,0.81,182,5,207.425
Iris,NWIG,5,1,0.966667,15,5,16.863
Iris,NWIG,5,2,0.933333,21,5,6.12
Iris,NWIG,5,3,0.933333,15,5,0
Iris,NWIG,5,4,0.966667,15,5,13.589
Iris,NWIG,5,5,0.9,19,5,0
Iris,NWIG,5,6,0.966667,15,5,15.955
Iris,NWIG,5,7,1,15,5,5.587
Iris,NWIG,5,8,0.9,15,5,9.675
Iris,NWIG,5,9,0.966667,15,5,0
Iris,NWIG,5,10,0.933333,15,5,11.858
Iris,NWIG,5,11,0.966667,15,5,0
Iris,NWIG,5,12,0.933333,15,5,18.289
Iris,NWIG,5,13,0.966667,17,5,4.775
Iris,NWIG,5,14,0.966667,15,5,8.128
Iris,NWIG,5,15,0.933333,15,5,0
Iris,NWIG,5,16,0.833333,17,5,14.72
Iris,NWIG,5,17,1,15,5,1.812
Iris,NWIG,5,18,0.966667,15,5,8.155
Iris,NWIG,5,19,0.9,19,5,0
Iris,NWIG,5,20,0.933333,17,5,0
Adult,NWIG,7,1,0.781667,437,7,270.587
Adult,NWIG,7,2,0.77,458,7,284.739
Adult,NWIG,7,3,0.798333,468,7,302.324
Adult,NWIG,7,4,0.785,460,7,299.724
Adult,NWIG,7,5,0.793333,494,7,332.306
Adult,NWIG,7,6,0.798333,480,7,284.281
Adult,NWIG,7,7,0.796667,428,7,340.175
Adult,NWIG,7,8,0.8,439,7,353.77
Adult,NWIG,7,9,0.816667,430,7,301.679
Adult,NWIG,7,10,0.806667,520,7,277.654
Adult,NWIG,7,11,0.788333,405,7,302.324
Adult,NWIG,7,12,0.788333,524,7,297.64
Adult,NWIG,7,13,0.815,500,7,310.41
Adult,NWIG,7,14,0.773333,496,7,255.178
Adult,NWIG,7,15,0.785,481,7,318.95
Adult,NWIG,7,16,0.771667,436,7,311.003
Adult,NWIG,7,17,0.805,492,7,290.424
Adult,NWIG,7,18,0.808333,432,7,312.776
Adult,NWIG,7,19,0.828333,485,7,254.339
Adult,NWIG,7,20,0.785,468,7,312.909
Iris,NWIG,7,1,1,15,5,0
Iris,NWIG,7,2,0.933333,15,5,10.483
Iris,NWIG,7,3,0.733333,17,5,5.195
Iris,NWIG,7,4,0.9,19,5,8.704
Iris,NWIG,7,5,1,21,5,7.609
Iris,NWIG,7,6,0.9,15,5,7.265
Iris,NWIG,7,7,0.866667,17,5,7.01
Iris,NWIG,7,8,0.966667,15,5,8.548
Iris,NWIG,7,9,0.933333,15,5,0
Iris,NWIG,7,10,0.966667,19,5,13.787
Iris,NWIG,7,11,0.933333,15,5,8.135
Iris,NWIG,7,12,0.966667,17,5,8.017
Iris,NWIG,7,13,0.933333,15,5,9.875
Iris,NWIG,7,14,0.9,17,5,6.688
Iris,NWIG,7,15,0.966667,17,5,8.318
Iris,NWIG,7,16,0.933333,15,5,0
Iris,NWIG,7,17,0.866667,19,5,12.242
Iris,NWIG,7,18,0.9,23,5,6.028
Iris,NWIG,7,19,0.933333,19,5,6.079
Iris,NWIG,7,20,0.966667,15,5,0
Adult,NWIG,10,1,0.798333,903,10,306.277
Adult,NWIG,10,2,0.771667,887,10,358.42
Adult,NWIG,10,3,0.758333,951,10,414.167
Adult,NWIG,10,4,0.783333,875,10,315.397
Adult,NWIG,10,5,0.801667,871,10,363.971
Adult,NWIG,10,6,0.788333,886,10,346.888
Adult,NWIG,10,7,0.768333,917,10,335.495
Adult,NWIG,10,8,0.78,896,10,344.372
Adult,NWIG,10,9,0.798333,960,10,328.931
Adult,NWIG,10,10,0.795,897,10,338.379
Adult,NWIG,10,11,0.785,860,10,358.315
Adult,NWIG,10,12,0.796667,885,10,332.729
Adult,NWIG,10,13,0.815,921,10,319.408
Adult,NWIG,10,14,0.765,908,10,339.213
Adult,NWIG,10,15,0.783333,921,10,306.012
Adult,NWIG,10,16,0.775,883,10,367.628
Adult,NWIG,10,17,0.778333,879,10,339.748
Adult,NWIG,10,18,0.76,882,10,334.147
Adult,NWIG,10,19,0.801667,902,10,338.053
Adult,NWIG,10,20,0.771667,895,10,347.338
Iris,NWIG,10,1,0.866667,19,5,9.088
Iris,NWIG,10,2,0.933333,17,5,6.484
Iris,NWIG,10,3,0.9,15,5,5.046
Iris,NWIG,10,4,1,15,5,12.468
Iris,NWIG,10,5,0.866667,17,5,6.296
Iris,NWIG,10,6,1,15,5,0
Iris,NWIG,10,7,1,15,5,12.722
Iris,NWIG,10,8,0.933333,17,5,6.013
Iris,NWIG,10,9,0.9,15,5,8.014
Iris,NWIG,10,10,0.8,13,5,6.552
Iris,NWIG,10,11,1,17,5,13.858
Iris,NWIG,10,12,1,15,5,5.813
Iris,NWIG,10,13,0.933333,19,5,7.799
Iris,NWIG,10,14,0.9,15,5,8.359
Iris,NWIG,10,15,0.9,15,5,8.528
Iris,NWIG,10,16,0.7,15,5,0
Iris,NWIG,10,17,0.866667,13,5,8.156
Iris,NWIG,10,18,0.866667,15,5,8.126
Iris,NWIG,10,19,0.933333,15,5,8.282
Iris,NWIG,10,20,0.866667,19,5,0
Adult,NWIG,12,1,0.803333,1069,12,360.582
Adult,NWIG,12,2,0.75,1052,12,316.969
Adult,NWIG,12,3,0.8,1062,12,396.523
Adult,NWIG,12,4,0.795,1023,12,319.468
Adult,NWIG,12,5,0.78,1066,12,312.545
Adult,NWIG,12,6,0.791667,1091,12,375.38
Adult,NWIG,12,7,0.81,1043,12,359.392
Adult,NWIG,12,8,0.748333,1011,12,323.275
Adult,NWIG,12,9,0.813333,1113,12,333.391
Adult,NWIG,12,10,0.763333,1055,12,358.044
Adult,NWIG,12,11,0.811667,1057,12,379.37
Adult,NWIG,12,12,0.811667,1049,12,300.629
Adult,NWIG,12,13,0.793333,1105,12,392.117
Adult,NWIG,12,14,0.768333,1062,12,353.155
Adult,NWIG,12,15,0.78,1091,12,358.65
Adult,NWIG,12,16,0.813333,1094,12,329.544
Adult,NWIG,12,17,0.801667,1061,12,398.365
Adult,NWIG,12,18,0.771667,1074,12,347.969
Adult,NWIG,12,19,0.765,1071,12,328.58
Adult,NWIG,12,20,0.79,1041,12,299.037
Iris,NWIG,12,1,0.966667,25,5,5.74
Iris,NWIG,12,2,0.833333,15,5,6.466
Iris,NWIG,12,3,1,15,5,7.719
Iris,NWIG,12,4,1,15,5,3.75
Iris,NWIG,12,5,0.933333,17,5,0
Iris,NWIG,12,6,0.9,15,5,17.526
Iris,NWIG,12,7,0.933333,15,5,5.751
Iris,NWIG,12,8,0.933333,19,5,5.007
Iris,NWIG,12,9,0.9,19,5,8.141
Iris,NWIG,12,10,0.966667,15,5,0
Iris,NWIG,12,11,0.833333,15,5,0
Iris,NWIG,12,12,0.966667,17,5,9.383
Iris,NWIG,12,13,0.9,15,5,7.263
Iris,NWIG,12,14,0.966667,15,5,8.065
Iris,NWIG,12,15,0.966667,17,5,8.061
Iris,NWIG,12,16,0.933333,19,5,15.745
Iris,NWIG,12,17,1,15,5,0
Iris,NWIG,12,18,1,15,5,17.844
Iris,NWIG,12,19,0.966667,17,5,13.823
Iris,NWIG,12,20,0.966667,15,5,0
Adult,NWIG,15,1,0.808333,1197,15,366.689
Adult,NWIG,15,2,0.786667,1263,15,366.096
Adult,NWIG,15,3,0.778333,1280,15,366.508
Adult,NWIG,15,4,0.796667,1267,15,367.503
Adult,NWIG,15,5,0.8,1331,15,329.469
Adult,NWIG,15,6,0.805,1238,15,348.406
Adult,NWIG,15,7,0.766667,1256,15,360.445
Adult,NWIG,15,8,0.776667,1240,15,366.672
Adult,NWIG,15,9,0.76,1195,15,375.819
Adult,NWIG,15,10,0.78,1164,15,365.669
Adult,NWIG,15,11,0.801667,1275,15,317.413
Adult,NWIG,15,12,0.773333,1305,15,330.307
Adult,NWIG,15,13,0.758333,1210,15,296.979
Adult,NWIG,15,14,0.8,1232,15,317.261
Adult,NWIG,15,15,0.835,1280,15,347.068
Adult,NWIG,15,16,0.786667,1246,15,319.453
Adult,NWIG,15,17,0.771667,1283,15,380.378
Adult,NWIG,15,18,0.8,1274,15,349.639
Adult,NWIG,15,19,0.805,1238,15,361.659
Adult,NWIG,15,20,0.795,1230,15,324.33
Iris,NWIG,15,1,0.8,17,5,0
Iris,NWIG,15,2,0.9,17,5,16.252
Iris,NWIG,15,3,0.933333,15,5,8.217
Iris,NWIG,15,4,0.966667,21,5,6.45
Iris,NWIG,15,5,0.866667,17,5,8.022
Iris,NWIG,15,6,0.966667,17,5,0
Iris,NWIG,15,7,0.866667,17,5,0
Iris,NWIG,15,8,1,17,5,19.858
Iris,NWIG,15,9,0.966667,15,5,12.802
Iris,NWIG,15,10,0.933333,13,5,9.133
Iris,NWIG,15,11,0.9,17,5,8.013
Iris,NWIG,15,12,0.933333,15,5,6.835
Iris,NWIG,15,13,0.933333,15,5,11.115
Iris,NWIG,15,14,0.9,25,5,8.219
Iris,NWIG,15,15,0.9,19,5,8.023
Iris,NWIG,15,16,0.866667,13,5,0
Iris,NWIG,15,17,0.966667,17,5,6.012
Iris,NWIG,15,18,0.9,23,5,8.009
Iris,NWIG,15,19,0.9,17,5,5.748
Iris,NWIG,15,20,1,19,5,5.748
